"No.","Time","Source","Destination","Protocol","Length","Info"
"324","13.259230","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"325","13.259517","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"326","13.264559","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"327","13.264977","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"328","13.268762","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"329","13.268762","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"330","13.268762","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"331","13.269263","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"332","13.278842","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"333","13.278842","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"334","13.278842","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"335","13.279217","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"336","13.279372","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"337","13.286557","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"338","13.290919","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"339","13.290919","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"340","13.291371","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"341","13.295042","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"342","13.295042","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"343","13.295042","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","88","Protected Payload (KP0)"
"344","13.295394","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"345","13.301269","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"346","13.301269","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"347","13.301654","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","98","Protected Payload (KP0), DCID=0672777ac401202e"
"348","13.304620","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"349","13.304899","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"350","13.311346","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"351","13.311346","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"352","13.311713","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"353","13.315474","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"354","13.315474","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"355","13.315890","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"356","13.322728","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"357","13.326453","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"358","13.326453","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"359","13.326851","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"360","13.331395","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"361","13.331395","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"362","13.331699","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","94","Protected Payload (KP0), DCID=0672777ac401202e"
"363","13.340765","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"364","13.340765","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"365","13.341663","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","94","Protected Payload (KP0), DCID=0672777ac401202e"
"366","13.341959","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"367","13.342658","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","94","Protected Payload (KP0), DCID=0672777ac401202e"
"368","13.347445","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"369","13.347445","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"370","13.347744","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","94","Protected Payload (KP0), DCID=0672777ac401202e"
"371","13.353197","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"372","13.353197","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"373","13.353449","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","94","Protected Payload (KP0), DCID=0672777ac401202e"
"374","13.363934","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"375","13.363934","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TCP","74","443  >  31954 [ACK] Seq=3887 Ack=1825 Win=64128 Len=0"
"376","13.363934","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"377","13.363934","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TLSv1.3","377","Application Data"
"378","13.363934","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"379","13.363934","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TLSv1.3","377","Application Data"
"380","13.364242","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","TCP","74","31954  >  443 [ACK] Seq=1825 Ack=4493 Win=131072 Len=0"
"381","13.364521","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","94","Protected Payload (KP0), DCID=0672777ac401202e"
"382","13.368603","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1085","Protected Payload (KP0)"
"383","13.368852","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","94","Protected Payload (KP0), DCID=0672777ac401202e"
"384","13.454581","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","86","Protected Payload (KP0)"
"385","13.454581","20.13.58.154","192.168.1.132","TLSv1.3","1514","Server Hello"
"386","13.454581","20.13.58.154","192.168.1.132","TCP","1514","443  >  31953 [ACK] Seq=1560 Ack=684 Win=4193792 Len=1460 [TCP segment of a reassembled PDU]"
"387","13.454581","20.13.58.154","192.168.1.132","TLSv1.3","1083","Application Data"
"388","13.454886","192.168.1.132","20.13.58.154","TCP","54","31953  >  443 [ACK] Seq=684 Ack=4049 Win=132352 Len=0"
"389","13.461174","192.168.1.132","20.13.58.154","TLSv1.3","128","Application Data"
"390","13.468099","192.168.1.132","20.13.58.154","TLSv1.3","523","Application Data"
"391","13.468439","192.168.1.132","20.13.58.154","TLSv1.3","941","Application Data"
"392","13.720598","192.168.1.107","192.168.1.255","NBNS","92","Name query NB MP_GRZ<19>"
"393","13.824426","20.13.58.154","192.168.1.132","TLSv1.3","157","Application Data"
"394","13.824426","20.13.58.154","192.168.1.132","TCP","54","443  >  31953 [ACK] Seq=4152 Ack=2114 Win=4194560 Len=0"
"395","13.824426","20.13.58.154","192.168.1.132","TCP","1514","443  >  31953 [ACK] Seq=4152 Ack=2114 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"396","13.824426","20.13.58.154","192.168.1.132","TCP","1514","443  >  31953 [ACK] Seq=5612 Ack=2114 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"397","13.824426","20.13.58.154","192.168.1.132","TLSv1.3","1252","Application Data"
"398","13.824426","20.13.58.154","192.168.1.132","TCP","1514","443  >  31953 [ACK] Seq=8270 Ack=2114 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"399","13.824426","20.13.58.154","192.168.1.132","TCP","1514","443  >  31953 [ACK] Seq=9730 Ack=2114 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"400","13.824426","20.13.58.154","192.168.1.132","TLSv1.3","1514","Application Data"
"401","13.824426","20.13.58.154","192.168.1.132","TCP","1514","443  >  31953 [ACK] Seq=12650 Ack=2114 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"402","13.824426","20.13.58.154","192.168.1.132","TLSv1.3","237","Application Data"
"403","13.824647","192.168.1.132","20.13.58.154","TCP","54","31953  >  443 [ACK] Seq=2114 Ack=14293 Win=132352 Len=0"
"404","14.132487","TIBRO_1f:d6:9d","Broadcast","ARP","42","Who has 192.168.1.55? Tell 192.168.1.1"
"405","14.163701","192.168.1.132","10.8.25.133","TCP","66","[TCP Retransmission] 31950  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"406","14.437644","192.168.1.107","192.168.1.255","NBNS","92","Name query NB MP_GRZ<19>"
"407","15.052737","TIBRO_1f:d6:9d","Broadcast","ARP","42","Who has 192.168.1.55? Tell 192.168.1.1"
"408","15.461562","192.168.1.107","224.0.0.251","MDNS","72","Standard query 0x0000 A MP_GRZ.local, ""QM"" question"
"409","15.563692","fe80::457a:d42d:b727:3b6b","ff02::fb","MDNS","92","Standard query 0x0000 A MP_GRZ.local, ""QM"" question"
"410","15.871838","192.168.1.107","224.0.0.251","MDNS","72","Standard query 0x0000 A MP_GRZ.local, ""QM"" question"
"411","15.871838","192.168.1.107","192.168.1.255","NBNS","92","Name query NB MP_GRZ<00>"
"412","15.871838","fe80::457a:d42d:b727:3b6b","ff02::fb","MDNS","92","Standard query 0x0000 A MP_GRZ.local, ""QM"" question"
"413","15.871838","fe80::457a:d42d:b727:3b6b","ff02::1:3","LLMNR","86","Standard query 0x22c5 A MP_GRZ"
"414","15.871838","192.168.1.107","224.0.0.252","LLMNR","66","Standard query 0x22c5 A MP_GRZ"
"415","16.075827","TIBRO_1f:d6:9d","Broadcast","ARP","42","Who has 192.168.1.55? Tell 192.168.1.1"
"416","16.281255","fe80::457a:d42d:b727:3b6b","ff02::1:3","LLMNR","86","Standard query 0x22c5 A MP_GRZ"
"417","16.281255","192.168.1.107","224.0.0.252","LLMNR","66","Standard query 0x22c5 A MP_GRZ"
"418","16.281255","192.168.1.107","224.0.0.251","MDNS","72","Standard query 0x0000 A MP_GRZ.local, ""QM"" question"
"419","16.382983","fe80::457a:d42d:b727:3b6b","ff02::fb","MDNS","92","Standard query 0x0000 A MP_GRZ.local, ""QM"" question"
"420","16.487309","20.238.236.234","192.168.1.132","TLSv1.2","113","Application Data"
"421","16.488225","192.168.1.132","20.238.236.234","TLSv1.2","120","Application Data"
"422","16.493165","20.238.236.234","192.168.1.132","TLSv1.2","113","Application Data"
"423","16.494506","192.168.1.132","20.238.236.234","TLSv1.2","120","Application Data"
"424","16.597570","192.168.1.107","192.168.1.255","NBNS","92","Name query NB MP_GRZ<00>"
"425","16.793475","20.238.236.234","192.168.1.132","TCP","54","443  >  31837 [ACK] Seq=60 Ack=67 Win=251 Len=0"
"426","16.793475","20.238.236.234","192.168.1.132","TCP","54","443  >  31838 [ACK] Seq=60 Ack=67 Win=251 Len=0"
"427","16.839403","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1063:21::1d6","TLSv1.2","123","Application Data"
"428","17.120895","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1020:5:9::402","TLSv1.2","175","Application Data"
"429","17.127835","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","fd8c:9225:cb4d:10::1","DNS","99","Standard query 0xf48a A download.lenovo.com"
"430","17.127992","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","fd8c:9225:cb4d:10::1","DNS","99","Standard query 0x6f01 AAAA download.lenovo.com"
"431","17.128220","2603:1063:21::1d6","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TLSv1.2","112","Application Data"
"432","17.182867","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1063:21::1d6","TCP","74","31894  >  443 [ACK] Seq=50 Ack=39 Win=513 Len=0"
"433","17.252678","fd8c:9225:cb4d:10::1","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","DNS","334","Standard query response 0x6f01 AAAA download.lenovo.com CNAME download.lenovo.com.akadns.net CNAME download.lenovo.com.edgekey.net CNAME download.lenovo.com.edgekey.net.globalredir.akadns.net CNAME e7741.d.akamaiedge.net SOA n0d.akamaiedge.net"
"434","17.306411","192.168.1.107","192.168.1.255","NBNS","92","Name query NB MP_GRZ<00>"
"435","17.348202","fd8c:9225:cb4d:10::1","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","DNS","292","Standard query response 0xf48a A download.lenovo.com CNAME download.lenovo.com.akadns.net CNAME download.lenovo.com.edgekey.net CNAME download.lenovo.com.edgekey.net.globalredir.akadns.net CNAME e7741.d.akamaiedge.net A 2.22.197.23"
"436","17.365258","192.168.1.132","2.22.197.23","TCP","66","31955  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"437","17.395559","2603:1020:5:9::402","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TLSv1.2","245","Application Data"
"438","17.409707","TIBRO_1f:d6:9d","Broadcast","ARP","42","Who has 192.168.1.55? Tell 192.168.1.1"
"439","17.450396","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1020:5:9::402","TCP","74","49411  >  443 [ACK] Seq=102 Ack=172 Win=514 Len=0"
"440","17.715082","2.22.197.23","192.168.1.132","TCP","66","443  >  31955 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM WS=128"
"441","17.715256","192.168.1.132","2.22.197.23","TCP","54","31955  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"442","17.728867","192.168.1.132","2.22.197.23","TLSv1.3","330","Client Hello (SNI=download.lenovo.com)"
"443","17.781581","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","fd8c:9225:cb4d:10::1","DNS","108","Standard query 0xac50 A winatp-gw-weu3.microsoft.com"
"444","17.781765","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","fd8c:9225:cb4d:10::1","DNS","108","Standard query 0xa5ee AAAA winatp-gw-weu3.microsoft.com"
"445","18.022088","fd8c:9225:cb4d:10::1","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","DNS","290","Standard query response 0xa5ee AAAA winatp-gw-weu3.microsoft.com CNAME sevillecloudgateway-weu3-prd.trafficmanager.net CNAME mps-mde-prd-weu3-14.westeurope.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"446","18.022088","fd8c:9225:cb4d:10::1","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","DNS","245","Standard query response 0xac50 A winatp-gw-weu3.microsoft.com CNAME sevillecloudgateway-weu3-prd.trafficmanager.net CNAME mps-mde-prd-weu3-14.westeurope.cloudapp.azure.com A 20.71.64.65"
"447","18.022088","2.22.197.23","192.168.1.132","TCP","54","443  >  31955 [ACK] Seq=1 Ack=277 Win=64128 Len=0"
"448","18.022088","2.22.197.23","192.168.1.132","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"449","18.022088","2.22.197.23","192.168.1.132","TCP","1514","443  >  31955 [PSH, ACK] Seq=1461 Ack=277 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"450","18.022088","2.22.197.23","192.168.1.132","TLSv1.3","282","Application Data, Application Data, Application Data"
"451","18.022319","192.168.1.132","2.22.197.23","TCP","54","31955  >  443 [ACK] Seq=277 Ack=3149 Win=131328 Len=0"
"452","18.024097","192.168.1.132","20.71.64.65","TCP","66","31956  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"453","18.034461","192.168.1.132","2.22.197.23","TLSv1.3","299","Change Cipher Spec, Application Data, Application Data"
"454","18.173969","192.168.1.132","10.8.25.133","TCP","66","[TCP Retransmission] 31950  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"455","18.328513","TIBRO_1f:d6:9d","Broadcast","ARP","42","Who has 192.168.1.55? Tell 192.168.1.1"
"456","18.332991","20.71.64.65","192.168.1.132","TCP","66","443  >  31956 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1410 SACK_PERM WS=128"
"457","18.332991","2.22.197.23","192.168.1.132","TCP","54","443  >  31955 [ACK] Seq=3149 Ack=522 Win=64128 Len=0"
"458","18.332991","2.22.197.23","192.168.1.132","TLSv1.3","341","Application Data"
"459","18.332991","2.22.197.23","192.168.1.132","TLSv1.3","341","Application Data"
"460","18.332991","2.22.197.23","192.168.1.132","TCP","1514","443  >  31955 [ACK] Seq=3723 Ack=522 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"461","18.332991","2.22.197.23","192.168.1.132","TLSv1.3","368","Application Data"
"462","18.333182","192.168.1.132","20.71.64.65","TCP","54","31956  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"463","18.333248","192.168.1.132","2.22.197.23","TCP","54","31955  >  443 [ACK] Seq=522 Ack=5497 Win=131328 Len=0"
"464","18.334908","192.168.1.132","20.71.64.65","TLSv1.2","265","Client Hello (SNI=winatp-gw-weu3.microsoft.com)"
"465","18.636558","20.71.64.65","192.168.1.132","TCP","54","443  >  31956 [ACK] Seq=1 Ack=212 Win=64128 Len=0"
"466","18.636558","20.71.64.65","192.168.1.132","TLSv1.2","1464","Server Hello"
"467","18.636558","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=1411 Ack=212 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"468","18.636558","20.71.64.65","192.168.1.132","TCP","1330","443  >  31956 [PSH, ACK] Seq=2821 Ack=212 Win=64128 Len=1276 [TCP segment of a reassembled PDU]"
"469","18.636558","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=4097 Ack=212 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"470","18.636558","20.71.64.65","192.168.1.132","TLSv1.2","501","Certificate, Server Key Exchange, Server Hello Done"
"471","18.636724","192.168.1.132","20.71.64.65","TCP","54","31956  >  443 [ACK] Seq=212 Ack=5954 Win=131072 Len=0"
"472","18.649372","192.168.1.132","20.71.64.65","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"473","18.943591","20.71.64.65","192.168.1.132","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"474","18.949075","192.168.1.132","20.71.64.65","TCP","1464","31956  >  443 [ACK] Seq=305 Ack=6005 Win=131072 Len=1410 [TCP segment of a reassembled PDU]"
"475","18.949075","192.168.1.132","20.71.64.65","TCP","1464","31956  >  443 [ACK] Seq=1715 Ack=6005 Win=131072 Len=1410 [TCP segment of a reassembled PDU]"
"476","18.949075","192.168.1.132","20.71.64.65","TLSv1.2","1001","Application Data"
"477","18.949538","192.168.1.132","20.71.64.65","TLSv1.2","444","Application Data"
"478","19.250757","20.71.64.65","192.168.1.132","TCP","54","443  >  31956 [ACK] Seq=6005 Ack=3125 Win=64128 Len=0"
"479","19.250874","20.71.64.65","192.168.1.132","TCP","54","443  >  31956 [ACK] Seq=6005 Ack=4462 Win=64128 Len=0"
"480","19.252693","20.71.64.65","192.168.1.132","TLSv1.2","246","Application Data"
"481","19.281920","192.168.1.132","20.71.64.65","TCP","1464","31956  >  443 [ACK] Seq=4462 Ack=6197 Win=130816 Len=1410 [TCP segment of a reassembled PDU]"
"482","19.281920","192.168.1.132","20.71.64.65","TLSv1.2","320","Application Data"
"483","19.282605","192.168.1.132","20.71.64.65","TCP","1464","31956  >  443 [ACK] Seq=6138 Ack=6197 Win=130816 Len=1410 [TCP segment of a reassembled PDU]"
"484","19.282605","192.168.1.132","20.71.64.65","TCP","1464","31956  >  443 [ACK] Seq=7548 Ack=6197 Win=130816 Len=1410 [TCP segment of a reassembled PDU]"
"485","19.282605","192.168.1.132","20.71.64.65","TLSv1.2","595","Application Data"
"486","19.354891","TIBRO_1f:d6:9d","Broadcast","ARP","42","Who has 192.168.1.55? Tell 192.168.1.1"
"487","19.660869","20.71.64.65","192.168.1.132","TCP","54","443  >  31956 [ACK] Seq=6197 Ack=6138 Win=64128 Len=0"
"488","19.660869","20.71.64.65","192.168.1.132","TCP","54","443  >  31956 [ACK] Seq=6197 Ack=9499 Win=64128 Len=0"
"489","19.660869","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=6197 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"490","19.660869","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=7607 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"491","19.660869","20.71.64.65","192.168.1.132","TLSv1.2","1359","Application Data"
"492","19.660869","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=10322 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"493","19.660869","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=11732 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"494","19.660869","20.71.64.65","192.168.1.132","TLSv1.2","1359","Application Data"
"495","19.660869","20.71.64.65","192.168.1.132","TLSv1.2","351","Application Data"
"496","19.660869","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=14744 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"497","19.660869","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=16154 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"498","19.660869","20.71.64.65","192.168.1.132","TLSv1.2","1359","Application Data"
"499","19.661086","192.168.1.132","20.71.64.65","TCP","54","31956  >  443 [ACK] Seq=9499 Ack=18869 Win=131072 Len=0"
"500","19.968230","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=18869 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"501","19.968230","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"502","19.968230","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=21689 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"503","19.968230","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=23099 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"504","19.968230","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"505","19.968230","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=25919 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"506","19.968230","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"507","19.968230","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=28739 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"508","19.968230","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=30149 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"509","19.968230","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"510","19.968230","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=32969 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"511","19.968230","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=34379 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"512","19.968230","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"513","19.968230","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=37199 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"514","19.968230","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
